id;category_id;title;condition;car_year;brand;model;version;engine;engine_power;doors;km;fuel_type;traction_control;passenger_capacity;transmission;currency;price;seller_id;seller_nickname;is_car_shop;seller_country;seller_state;seller_city;seller_neighborhood
MLA1644468024;MLA1744;Renault Fluence Gt2 2.0 190hp;Usado;2015;Renault;Fluence;GT2 2.0 190HP;;;4;85000 km;Nafta;;;;ARS;15000000;27148783;MOTODOG+;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1639120334;MLA1744;Renault Fluence 2015 2.0 Gt T 190cv;Usado;2015;Renault;Fluence;2.0 Gt T 190cv;2.0;190 hp;4;90000 km;Nafta;Delantera;5;Manual;USD;13000;38773863;AUGUSTO.NOTARO;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1652347836;MLA1744;Renault Fluence;Usado;2017;Renault;Fluence;1.6 Ph2 Dynamique Pack 110cv;1.6;110 hp;4;170000 km;Nafta;Delantera;5;Manual;ARS;9000000;286667333;IVANRAFFO;FALSO;Argentina;Santa Fe;Rafaela;
MLA1405698579;MLA1744;Renault Fluence 2012 2.0 Sport T 180cv;Usado;2012;Renault;Fluence;2.0 Sport T 180cv;2.0;180 hp;4;148000 km;Nafta;Delantera;5;Manual;USD;10000;216552756;NISE2404000;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1648288246;MLA1744;Renault Fluence 2.0 Luxe;Usado;2016;Renault;Fluence;2.0 Ph2 Luxe 143cv;2.0;143 hp;4;180000 km;Nafta;Delantera;5;Manual;USD;7000;527297208;AFORCHINITI;FALSO;Argentina;Capital Federal;Capital Federal;Palermo
MLA1648032428;MLA1744;Renault Fluence 2012 1.6 Confort 110cv;Usado;2012;Renault;Fluence;1.6 Confort 110cv;1.6;110 hp;4;184000 km;Nafta;Delantera;5;Manual;USD;5095;443160272;FEDERICODANIELSANABRIA;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza;
MLA1403840903;MLA1744;Renault Fluence 2.0  T Gt 190cv Sport;Usado;2017;Renault;Fluence;2.0 T Gt 190cv;2.0;190 hp;4;93900 km;Nafta;Delantera;5;Manual;USD;13800;125694071;THROBI;FALSO;Argentina;Capital Federal;Capital Federal;Belgrano R
MLA1403430653;MLA1744;Renault Fluence Confort 2013;Usado;2013;Renault;Fluence;1.6 Confort Plus 110cv;1.6;110 hp;4;110000 km;Nafta;Delantera;5;Manual;ARS;8000000;42641303;JOSEDANIEL1459;FALSO;Argentina;Tucumán;San Miguel de Tucumán;Guillermina
MLA1637508808;MLA1744;Renault Fluence 2012 2.0 Privilege Cvt;Usado;2012;Renault;Fluence;2.0 Privilege Cvt;2.0;143 hp;4;170000 km;Nafta;Delantera;5;Automática;USD;8000;265775838;JUANNICOLASNATALE;FALSO;Argentina;Buenos Aires Interior;San Vicente;
MLA1631628140;MLA1744;Renault Fluence 2012 2.0 Privilege Cvt;Usado;2012;Renault;Fluence;2.0 Privilege Cvt;2.0;143 hp;4;172000 km;Nafta;Delantera;5;Automática;USD;7000;183669299;PAJO7156067;FALSO;Argentina;Chaco;Comandante Fernández;
MLA1405528865;MLA1744;Renault Logan Intens 0km E/i Promo Fin De Mes (LG);Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;15590000;27323020;RENAULT DIAZ_CASACENTRAL1;VERDADERO;Argentina;Capital Federal;Capital Federal;Belgrano
MLA1649850090;MLA1744;Renault Logan Life 0km E/inm Promo Fin De Mes (ig);Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;13790000;27323020;RENAULT DIAZ_CASACENTRAL1;VERDADERO;Argentina;Capital Federal;Capital Federal;Belgrano
MLA1649772116;MLA1744;Renault Logan Life 0km E/i Promo Del Mes Financ-permuta (mb);Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;13790000;27323020;RENAULT DIAZ_CASACENTRAL1;VERDADERO;Argentina;Capital Federal;Capital Federal;Belgrano
MLA1649119204;MLA1744;Renault Logan 1.6 16v Intens Cvt 2024 Anticipo             W;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;16639000;238661963;RENAULT LEPIC;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1649119038;MLA1744;Renault Logan 1.6 16v Intens 2024 Anticipo                 W;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;19297000;238661963;RENAULT LEPIC;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1649117868;MLA1744;Renault Logan 1.6 16v Life 2024                            W;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;17716000;238661963;RENAULT LEPIC;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1648313688;MLA1744;Renault Logan Life Intense 1.6 Nafta 2018 2019 2022 0km #ff;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;7535000;142259522;DIAZ RENAULTMARECHAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Caballito
MLA1648351954;MLA1744;Renault Logan Life Intense 1.6 Nafta 2016 2018 2020 #ff;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;10567400;142259522;DIAZ RENAULTMARECHAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Caballito
MLA1641726706;MLA1744;Renault Nuevo Logan 1.6 Authentique Año 2017 - Liv Motors;Usado;2017;Renault;Logan;1.6 Authentique 85cv;1.6;85 hp;4;64000 km;Nafta;Delantera;5;Manual;ARS;8450000;780050555;LIVMOTORS 2;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;Munro
MLA1641713466;MLA1744;Renault Nuevo Logan 1.6 Authentique Año 2017 - Liv Motors;Usado;2017;Renault;Logan;1.6 Authentique 85cv;1.6;85 hp;4;73000 km;Nafta;Delantera;5;Manual;ARS;8390000;780050555;LIVMOTORS 2;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;Munro
MLA1402859127;MLA1744;Renault Logan 0km;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;1300000;764413544;AUTOMOTORES STARK;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Claypole
MLA1631629288;MLA1744;Logan Intens 1.6 0km 2024 Tope De Gama Tomo Permuta Finan Ep;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;13570000;244436483;LEPIC OFICIAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Palermo
MLA1625321404;MLA1744;Renault Logan 0km 2024;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;2000000;764413544;AUTOMOTORES STARK;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
MLA1625173364;MLA1744;Renault Logan 0km 2024;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;1500000;764413544;AUTOMOTORES STARK;FALSO;Argentina;Capital Federal;Capital Federal;Villa Devoto
MLA1640245004;MLA1744;Renault Logan 2014 1.6 Pack Ii Abcp+abs 90cv;Usado;2014;Renault;Logan;1.6 Pack Ii Abcp+abs 90cv;1.6;90 hp;4;81000 km;Nafta/GNC;Delantera;5;Manual;ARS;5000000;1818342;ABM AUTOS;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;
MLA1616632958;MLA1744;Renault Logan 1.6 16v Life Pant 7 No Cronos,prisma,etios M;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;14129900;468816472;LEPICSA13;VERDADERO;Argentina;Capital Federal;Capital Federal;Monserrat
MLA1584752186;MLA1744;Renault Logan Intense 1.6 Entrega Inmediata (lso);Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;14863000;165061313;RENAULT DIAZ_CABILDO;VERDADERO;Argentina;Capital Federal;Capital Federal;Belgrano
MLA1578412590;MLA1744;Renault Logan Life 1.6 16 Válvulas No Cronos, Polo, Onix D;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;10000000;1210209575;LEPICLEPIC20221003174959;FALSO;Argentina;Capital Federal;Capital Federal;Monserrat
MLA1573526472;MLA1744;Logan Life 1.6 0km Tomamos Permuta Financiamos Entre Inm  Os;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;14422000;244436483;LEPIC OFICIAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1573565420;MLA1744;Logan Intens 1.6 0km Anticipo Y Cuota Fija Stock Dolar Ch Os;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;15905000;244436483;LEPIC OFICIAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1573487574;MLA1744;Logan Intens 0km Tomo Permuta Financiamos Stock Entrega I Os;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;15746000;244436483;LEPIC OFICIAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1573487430;MLA1744;Logan Zen 1.6 0km Posibilidad De Negocio  Tomo Permuta Fi Os;Nuevo;2023;Renault;Logan;1.6 16v Zen;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;15287000;244436483;LEPIC OFICIAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1574038388;MLA1744;Renault Logan Zen 1.6 0km Tomo Permuta Financiamos Dolar  Os;Nuevo;2023;Renault;Logan;1.6 16v Zen;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;15133000;244436483;LEPIC OFICIAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1543099578;MLA1744;Renault Logan Intense 1.6 (gaa);Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;2904000;142259522;DIAZ RENAULTMARECHAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Caballito
MLA1464135288;MLA1744;Renault Logan Life 1.6 0km 2023 Tomamos Permuta Stock Fin Ep;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;10982000;244436483;LEPIC OFICIAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Liniers
MLA1628228042;MLA1744;Renault  Logan Life 1.6 0km Ideal Taxi -uber-didi W;Nuevo;2022;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;11000000;330920279;LEPICRENAULT;VERDADERO;Argentina;Capital Federal;Capital Federal;Boedo
MLA1573486340;MLA1744;Logan Intens 1.6 16v Tope De Gama Permuta Vw Chev Fiat    Os;Nuevo;2022;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;15906000;244436483;LEPIC OFICIAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1656555190;MLA1744;Renault Logan Zen 1.6 (ca);Nuevo;2023;Renault;Logan;1.6 16v Zen;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;13220259;265216858;RUTA3SANJUSTO;VERDADERO;Argentina;Bs.As. G.B.A. Oeste;La Matanza;San Justo
MLA1652298862;MLA1744;Renault Logan Life Unidad 0km Retira 2024 Con Tu Usado (aaa);Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;8787546;142276096;DIAZ RENUALTCENTRAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Villa Ortúzar
MLA1626343798;MLA1744;Renault Logan Life  16v 1.6 Mt 0 Km (dam);Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;14700000;162353202;DIAZ RENAULT_SUC_VILLA_LURO_PR;VERDADERO;Argentina;Capital Federal;Capital Federal;Villa Lugano
MLA1611629086;MLA1744;Logan Life 1.6  Okm 2023 Stock Fisico Mf;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;13462000;244433911;ENEN9918999;VERDADERO;Argentina;Capital Federal;Capital Federal;Monserrat
MLA1574043552;MLA1744;Renault Logan Life 1.6 0km 2023 Oferta Tomo Permuta       Ep;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;11600000;244436483;LEPIC OFICIAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1573578404;MLA1744;Logan Life 1.6 Anticipo Y Cuota Fija Tomo Permuta Financi Os;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;14443000;244436483;LEPIC OFICIAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1555240534;MLA1744;Renault Logan Intens Entrega Inmediata Stock Fisico (ev);Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;11600000;165061313;RENAULT DIAZ_CABILDO;VERDADERO;Argentina;Capital Federal;Capital Federal;Belgrano
MLA1519551262;MLA1744;Renault Logan Life 1.6 Cadenero Hasta Las Elecciones;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;10300000;1101923879;RUTA3USADOS CABA;VERDADERO;Argentina;Bs.As. G.B.A. Oeste;Caseros;Caseros
MLA1431254824;MLA1744;Renault Logan Ph 2 Zen 1.6 Stock Fisico 2024 Oferta  A;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;8700000;744117206;LEPIC CENTRAL;FALSO;Argentina;Capital Federal;Capital Federal;Parque Patricios
MLA1656546728;MLA1744;Logan Life 1.6 0km 2024 Tomo Permuta Chev Ford Fiat Vw    Jl;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;17000000;238661963;RENAULT LEPIC;VERDADERO;Argentina;Capital Federal;Capital Federal;Monserrat
MLA1641743096;MLA1744;Renault Logan Life Intense 1.6 2018 2019 2024 0km Cronos #ff;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;7505000;142259522;DIAZ RENAULTMARECHAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Caballito
MLA1402321877;MLA1744;Renault Logan 1.6 Intens 0km Sedan Virtus Cronos Ford Fiat G;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;15123900;744117206;LEPIC CENTRAL;FALSO;Argentina;Capital Federal;Capital Federal;Parque Patricios
MLA1628203704;MLA1744;Renault Logan 2021 1.6 16v Intense Cvt Ae983 Lum;Usado;2021;Renault;Logan;1.6 16v Intense Cvt;1.6;115 hp;4;32300 km;Nafta;Delantera;5;Manual;ARS;15390000;225669807;EXPOAUTO1;VERDADERO;Argentina;Bs.As. G.B.A. Sur;Avellaneda;
MLA1401604329;MLA1744;Logan Ph2 Life 1.6 16v Nissan Cadenero Ortiz;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;10490000;744064835;LEPIC WEB_OFICIAL;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda;Villa Domínico
MLA1399856755;MLA1744;Renault Logan 2021 1.6 16v Intense Cvt;Usado;2021;Renault;Logan;1.6 16v Intense Cvt;1.6;115 hp;4;32300 km;Nafta;Delantera;5;Automática;ARS;11350000;248810940;USADOSCALCHAQUI;VERDADERO;Argentina;Bs.As. G.B.A. Sur;Quilmes;
MLA1596655310;MLA1744;Renault Logan Life 1.6n  Ma;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;13100000;1507596969;BLEU_LIBERTADOR;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;Villa Adelina
MLA1578033982;MLA1744;Renault Logan 2018 1.6 Authentique Plus 85cv Gnc $11000000;Usado;2018;Renault;Logan;1.6 Authentique Plus 85cv;1.6;85 hp;4;88000 km;Nafta;Delantera;5;Manual;ARS;11000000;136444243;CENTER CAR.OK;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza;Lomas del Mirador
MLA1622819688;MLA1744;Renault Logan Life 1.6l;Usado;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;1000 km;Nafta;Delantera;5;Manual;ARS;14000000;166796872;CARWANTEDAUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;Gerli
MLA1384568165;MLA1744;Renault Logan 1.6(life,intense) Integracion Min+retiro (clm);Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;2600000;27259487;RENAULT_MAIPU_PR;VERDADERO;Argentina;Capital Federal;Capital Federal;San Nicolás
MLA1655349010;MLA1744;Renault Logan Life 1.6 Con Pantalla Plan Dni/usado (amm);Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;3730000;211383740;DIAZ RENAULT_SUC_CABILDO_PR;VERDADERO;Argentina;Capital Federal;Capital Federal;Belgrano
MLA1405869611;MLA1744;Renault Logan Life 1.6  Disponible Patenta 2024  (av);Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;15412300;142276096;DIAZ RENUALTCENTRAL;VERDADERO;Argentina;Capital Federal;Capital Federal;Villa Ortúzar
MLA1652488210;MLA1744;Renault Logan 2017 1.6 Expression 85cv Nac;Usado;2017;Renault;Logan;1.6 Expression 85cv Nac;1.6;85 hp;4;96100 km;Nafta;Delantera;5;Manual;ARS;8900000;1366508283;KRS MOTORS;FALSO;Argentina;Bs.As. G.B.A. Oeste;Ituzaingó;
MLA1588666406;MLA1744;Renault Logan 2023 1.6 16v Intense Okm Patentado Sin Rodar;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;16500000;225669807;EXPOAUTO1;VERDADERO;Argentina;Bs.As. G.B.A. Sur;Avellaneda;
MLA1578429896;MLA1744;Renault Logan 2017 1.6 Privilége Plus 105cv $10.000.000;Usado;2017;Renault;Logan;1.6 Privilége Plus 105cv;1.6;105 hp;4;46000 km;Nafta;Delantera;5;Manual;ARS;10000000;136444243;CENTER CAR.OK;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza;Lomas del Mirador
MLA1371900875;MLA1744;Renault Logan Ph2 Life 1.6 2024  Stock Fisico   A;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;7800000;744117206;LEPIC CENTRAL;FALSO;Argentina;Capital Federal;Capital Federal;Boedo
MLA1408946628;MLA1744;Renault Logan 1.6 2023 Life Peugeot Chevrolet 0km Fiat G ;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;6605900;744117206;LEPIC CENTRAL;FALSO;Argentina;Capital Federal;Capital Federal;Parque Patricios
MLA1655348490;MLA1744;Renault Logan Life 1.6sce Pantalla Evolution (vc);Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;18117000;220182900;RENAULT DIAZ_SAN_MARTIN;VERDADERO;Argentina;Capital Federal;Capital Federal;Paternal
MLA1480934350;MLA1744;Renault Logan Descuento Exclusivo Diciembre (clm);Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;11338000;27259487;RENAULT_MAIPU_PR;VERDADERO;Argentina;Capital Federal;Capital Federal;San Nicolás
MLA1418151820;MLA1744;Autos Y Camionetas Renault Logan Life 1.6  ( A F );Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;11860000;232869471;LILLE LOMAS;VERDADERO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora;Lomas de Zamora
MLA1406415025;MLA1744;Renault Logan 1.6 Life - Liv Motors;Usado;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;7400 km;Nafta;Delantera;5;Manual;ARS;18540004;1186782180;LIVMOTORS0KM;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;Munro
MLA1401669059;MLA1744;Logan Life Ph2 1.6 16v Nissan Cadenero Ortiz;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;12490000;744064835;LEPIC WEB_OFICIAL;FALSO;Argentina;Capital Federal;Capital Federal;Retiro
MLA1401629779;MLA1744;Logan Ph2 Life 1.6 16v Nissan Cadenero Ortiz;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;12990000;744064835;LEPIC WEB_OFICIAL;FALSO;Argentina;Bs.As. G.B.A. Sur;La Plata;City Bell
MLA1611590436;MLA1744;Logan Intens 1.6 Okm 2023 Stock Fisico  Tc;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;13502300;244433911;ENEN9918999;VERDADERO;Argentina;Capital Federal;Capital Federal;Monserrat
MLA1553946440;MLA1744;Renault Nuevo Logan Privilege 1.6 16v Con Gnc 2018;Usado;2018;Renault;Logan;1.6 Privilége 105cv;1.6;105 hp;4;83310 km;GNC;Delantera;5;Manual;ARS;12500000;213193475;CHEXA CHEVROLET;FALSO;Argentina;Córdoba;Córdoba;Ameghino Norte
MLA1385792551;MLA1744;Renault Logan Zen 1.6 (go);Nuevo;2022;Renault;Logan;Zen;1.6;;4;0 km;Nafta;4x2;;Manual;ARS;13000000;1101923879;RUTA3USADOS CABA;VERDADERO;Argentina;Capital Federal;Capital Federal;Flores
MLA1632878166;MLA1744;Logan Life 1.6 Contado 15% Off Cronos Duster Etios Polo D;Usado;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;1000 km;Nafta;Delantera;5;Manual;ARS;12500000;1210209575;LEPICLEPIC20221003174959;FALSO;Argentina;Buenos Aires Interior;9 de Julio;9 de Julio
MLA1402328013;MLA1744;Logan Life 1.6 16v Linea Nueva Con Pantalla Oferta M;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;14760000;468816472;LEPICSA13;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1628203724;MLA1744;Logan 1.6 Cadena 2024 Entrega Inmediata Financio 0km W;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;14900000;330920279;LEPICRENAULT;VERDADERO;Argentina;Capital Federal;Capital Federal;Boedo
MLA1401616753;MLA1744;Logan Ph2 Intens 1.6 Permutas Stock Colores Ortiz;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;11980000;744064835;LEPIC WEB_OFICIAL;FALSO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1382635741;MLA1744;Renault Logan Life 1.6 - Tp ;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;16992000;312158886;RUTA3CASACENTRAL;VERDADERO;Argentina;Bs.As. G.B.A. Oeste;La Matanza;Ramos Mejía
MLA1369953275;MLA1744;Autos Y Camionetas Renault Logan Zen - Cronos - 208 -( Ac );Nuevo;2023;Renault;Logan;1.6 16v Zen;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;15300000;232869471;LILLE LOMAS;VERDADERO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora;Lomas de Zamora
MLA1406275451;MLA1744;Renault Logan Authentic Plus 2018 (ge);Usado;2018;Renault;Logan;1.6 Authentique Plus 85cv Nac;1.6;85 hp;4;53771 km;Nafta;Delantera;5;Manual;ARS;10180000;211383740;DIAZ RENAULT_SUC_CABILDO_PR;VERDADERO;Argentina;Capital Federal;Capital Federal;Belgrano
MLA1405690895;MLA1744;Renault Logan Intense 1.6 0km Entrega Inmediata (dv);Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;14254044;211383740;DIAZ RENAULT_SUC_CABILDO_PR;VERDADERO;Argentina;Capital Federal;Capital Federal;Belgrano
MLA1403835737;MLA1744;Logan Intens 1.6 Mt Contado Kilometros En Ruta Virtus Cronos;Usado;2022;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;26000 km;Nafta;Delantera;5;Manual;ARS;13000000;1210209575;LEPICLEPIC20221003174959;FALSO;Argentina;Capital Federal;Capital Federal;Monserrat
MLA1629304518;MLA1744;Logan Intens 1.6 16v Contado, Entrega Inmediata M;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;18600000;468816472;LEPICSA13;VERDADERO;Argentina;Capital Federal;Capital Federal;Barracas
MLA1628279098;MLA1744;Renault Logan Life 1.6 2024 Entrega Inmediata Oferta M;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;6900000;468816472;LEPICSA13;VERDADERO;Argentina;Capital Federal;Capital Federal;Monserrat
MLA1646280226;MLA1744;Renault Logan 2021 1.6 16v Zen;Usado;2021;Renault;Logan;1.6 16v Zen;1.6;115 hp;4;38000 km;Nafta;Delantera;5;Manual;ARS;11300000;51991560;JUANPIMANCU2007;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1598332038;MLA1744;Renault Logan Life 1.6 16v Stock Ya Menor Precio 2024 Cp;Nuevo;2023;Renault;Logan;1.6 16v Life;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;11757900;244433911;ENEN9918999;VERDADERO;Argentina;Capital Federal;Capital Federal;Puerto Madero
MLA1402140743;MLA1744;Renault Logan 2021 1.6 16v Zen;Usado;2021;Renault;Logan;1.6 16v Zen;1.6;115 hp;4;42000 km;Nafta;Delantera;5;Manual;ARS;11500000;51991560;JUANPIMANCU2007;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1372556091;MLA1744;Logan Life Zen Intens Cronos Etios Onix Remi E.j.l   ;Nuevo;2023;Renault;Logan;1.6 16v Intense;1.6;115 hp;4;0 km;Nafta;Delantera;5;Manual;ARS;9870697;1089508736;LILLEADROGUE;VERDADERO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;Adrogué
