id;category_id;title;condition;car_year;brand;model;version;engine;engine_power;doors;km;fuel_type;traction_control;passenger_capacity;transmission;currency;price;seller_id;seller_nickname;is_car_shop;seller_country;seller_state;seller_city;seller_neighborhood
MLA1406032281;MLA1744;Chevrolet;Usado;2016;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;78000 km;Nafta;Delantera;5;Manual;ARS;8400000;122266439;AUTOMOTORES DELSOL;FALSO;Argentina;Capital Federal;Capital Federal;Floresta
MLA1406926845;MLA1744;Chevrolet Agile 1.4 Ls;Usado;2012;Chevrolet;Agile;1.4 Ls;;;5;82000 km;Nafta;;;;USD;6000;1462101065;SAIEGHSAUL20230827210334;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1518684894;MLA1744;Chevrolet Agile 1.4 Lt;Usado;2013;Chevrolet;Agile;1.4 Lt;;;5;85000 km;Nafta;;;;ARS;7100000;98119637;NAM CARS;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;
MLA1637614894;MLA1744;Chevrolet Agile 5p 1,4 Lt Mod 2011;Usado;2011;Chevrolet;Agile;1.4 Ls Aa+da+mp3;1.4;92 hp;5;150000 km;Nafta;Delantera;5;Manual;USD;4200;163895767;FFAUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro;Martínez
MLA1642527746;MLA1744;Chevrolet Agile 2013 1.4 Ls;Usado;2013;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;130000 km;Nafta;Delantera;5;Manual;USD;6800;2782041;STP AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza;
MLA1631880484;MLA1744;Chevrolet Agile 2014 1.4 Ls;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;85000 km;Nafta;Delantera;5;Manual;ARS;7500000;391349919;AUTOLIFE USADOS-EXCLUSIVOS;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda;Avellaneda
MLA1404980725;MLA1744;Chevrolet Agile Lt;Usado;2011;Chevrolet;Agile;LT;Chevrolet;;5;141500 km;Nafta;Delantera;;Manual;USD;6000;82328802;NETAIRES;FALSO;Argentina;Capital Federal;Capital Federal;Núñez
MLA1393367971;MLA1744;Chevrolet Agile 1.4 Lt 2011;Usado;2011;Chevrolet;Agile;LT;1.4;;5;140000 km;Nafta;;;Manual;ARS;7300000;58767421;DEGASTALDI AUTO;FALSO;Argentina;Bs.As. G.B.A. Oeste;Merlo;Merlo
MLA1397902721;MLA1744;Agile 1.4 Lt 2011;Usado;2011;Chevrolet;Agile;LT;1.4;;5;115000 km;Nafta;Delantera;;Manual;USD;5900;154715685;MARIANOFF.AUTOMOVILES;FALSO;Argentina;Santa Fe;Santa Fe capital;Otros Barrios
MLA1618184332;MLA1744;Chevrolet Agile 2012 1.4 Ls Spirit;Usado;2012;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;106500 km;Nafta;Delantera;5;Manual;ARS;7015000;1207254020;AUTOSENLAWEBSA;FALSO;Argentina;Bs.As. G.B.A. Oeste;Moreno;
MLA1406346985;MLA1744;Chevrolet Agile Agiles 5 P Lt1.4n;Usado;2013;Chevrolet;Agile;Agiles 5 P LT1.4n;;;5;129900 km;Nafta;;;;ARS;7200000;109568759;AUTOMAR.;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1404757213;MLA1744;Chevrolet Agile Lt 1.4;Usado;2012;Chevrolet;Agile;LT 1.4;;;5;120000 km;Nafta;;;;USD;6800;36205276;RCHAUTOMOVILES;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1628243178;MLA1744;Chevrolet Agile 1.4 Ltz;Usado;2010;Chevrolet;Agile;1.4 Ltz;;;5;151000 km;Nafta;;;;USD;6000;180227125;PATRICIO_ESCUDERO;FALSO;Argentina;Bs.As. G.B.A. Norte;San Miguel;
MLA1563265860;MLA1744;Chevrolet Agile Lt;Usado;2012;Chevrolet;Agile;LT;;;5;142000 km;Nafta;;;;ARS;6300000;158012955;AUTOSFB;FALSO;Argentina;Córdoba;Córdoba;
MLA1629397630;MLA1744;Chevrolet Agile Lt;Usado;2012;Chevrolet;Agile;LT;1.4;;5;241000 km;Nafta/GNC;4x2;;Manual;USD;4500;372916750;IVALDIMARIANO;FALSO;Argentina;Capital Federal;Capital Federal;Villa Urquiza
MLA1627283038;MLA1744;Chevrolet Agile Ltz;Usado;2013;Chevrolet;Agile;Ltz;;;5;165000 km;Nafta/GNC;;;;ARS;7000000;67174329;DOPAZO AUTO;FALSO;Argentina;Buenos Aires Interior;San Vicente;
MLA1649103230;MLA1744;Chevrolet Agile 1.4 Ls L13;Usado;2014;Chevrolet;Agile;1.4 LS L13;INYECCION MULTI PUNTO;92 cv;5;46846 km;Nafta;Delantera;5;Manual;ARS;9800000;829595945;CAR_ONE_USADOS_TORTU;VERDADERO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas;Tortuguitas
MLA1637570808;MLA1744;Chevrolet Agile 2012 1.4 Ls Spirit;Usado;2012;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;166000 km;Nafta;Delantera;5;Manual;ARS;6500000;85004059;AUTO-CLASSIC;FALSO;Argentina;Bs.As. G.B.A. Norte;San Fernando;Victoria
MLA1642196644;MLA1744;Agile 5p Ls Spirit 1.4 Gui;Usado;2013;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;110000 km;Nafta/GNC;Delantera;5;Manual;ARS;6990000;181211370;TARABORELLI USADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel;San Miguel
MLA1642170878;MLA1744;Agile 5p Ls Spirit 1.4 Luc;Usado;2013;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;110000 km;Nafta/GNC;Delantera;5;Manual;ARS;6990000;181211370;TARABORELLI USADOS;VERDADERO;Argentina;Bs.As. G.B.A. Norte;San Miguel;San Miguel
MLA1591157782;MLA1744;Chevrolet Agile 2014 1.4 Lt Llantas Nvo Nv;Usado;2014;Chevrolet;Agile;1.4 Lt Llantas;1.4;92 hp;5;91300 km;Nafta;Delantera;5;Manual;ARS;9360000;225669807;EXPOAUTO1;VERDADERO;Argentina;Bs.As. G.B.A. Sur;Avellaneda;
MLA1405895009;MLA1744;Chevrolet Agile 1.4 Ltz;Usado;2012;Chevrolet;Agile;1.4 Ltz;1.4;92 hp;5;130000 km;Nafta;Delantera;5;Manual;ARS;7300000;157507121;ACAPULCOAUTOS;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;
MLA1590053762;MLA1744;Chevrolet Agile Lt 1.4;Usado;2015;Chevrolet;Agile;1.4 Lt Llantas;1.4;92 hp;5;138390 km;Nafta;Delantera;5;Manual;ARS;8500000;293100808;CASTELLARO_AUTOMOTORES_SRL;FALSO;Argentina;Entre Ríos;Paraná;San Agustín Centro
MLA1607531566;MLA1744;Agile 5p Lt Spirit 1.4;Usado;2013;Chevrolet;Agile;LT SPIRIT 1.4;1.4;92 hp;5;176900 km;Nafta;Delantera;5;Manual;ARS;6600000;294896441;GRIFF.CARS;FALSO;Argentina;Bs.As. G.B.A. Oeste;Ituzaingó;Ituzaingó Norte
MLA1592037632;MLA1744;Chevrolet Agile 2014 1.4 Lt Llantas Nvo;Usado;2014;Chevrolet;Agile;1.4 Lt Llantas;1.4;92 hp;5;91300 km;Nafta;Delantera;5;Manual;ARS;9360000;248810940;USADOSCALCHAQUI;VERDADERO;Argentina;Bs.As. G.B.A. Sur;Quilmes;
MLA1405971821;MLA1744;Chevrolet Agile 5p 1.4 Lt Año 2012 Unico Dueño Permuto;Usado;2012;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;87200 km;Nafta;Delantera;5;Manual;ARS;7299998;35633325;FERRERO AUTOMOTORES;FALSO;Argentina;Capital Federal;Capital Federal;Villa Devoto
MLA1646401790;MLA1744;Chevrolet Agile Ls 1.4 2014;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;92000 km;Nafta;Delantera;5;Manual;ARS;7600000;1265538290;AUTOMOTORESAUTOMOTORES20221216;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín;Villa San Andrés
MLA1643871050;MLA1744;Chevrolet Agile Ls 1.4 2013;Usado;2013;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;94000 km;Nafta;Delantera;5;Manual;ARS;6800000;1265538290;AUTOMOTORESAUTOMOTORES20221216;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín;Villa San Andrés
MLA1545011684;MLA1744;Chevrolet Agile 1.4 Ls Gnc 2014;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;135000 km;Nafta/GNC;Delantera;5;Manual;ARS;7800000;61694584;AUTOMOTORES PINO;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza;Gregorio de Laferrere
MLA1640749676;MLA1744;Chevrolet Agile 1.4 Ls 5 Ptas. / Nafta / 2012;Usado;2012;Chevrolet;Agile;1.4 Ls Aa+da+mp3;1.4;92 hp;5;56000 km;Nafta;Delantera;5;Manual;USD;6500;172787518;VENDOSUAUTO;FALSO;Argentina;Capital Federal;Capital Federal;Villa Luro
MLA1396683731;MLA1744;Chevrolet Agile Ls 2014;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;134000 km;Nafta;Delantera;5;Manual;USD;6500;477602716;AUTOMOTORESYRIGOYEN;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda;Gerli
MLA1403285313;MLA1744;Chevrolet Agile;Usado;2016;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;127000 km;Nafta;Delantera;5;Manual;USD;7300;463224542;TUTU AUTOMOTORES;FALSO;Argentina;Córdoba;Córdoba;Empalme
MLA1644062380;MLA1744;Chevrolet Agile Ls Spirit 2013;Usado;2013;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;129000 km;Nafta;Delantera;5;Manual;ARS;7200000;159794245;TABLADA MOTORS;FALSO;Argentina;Córdoba;Córdoba;Escobar
MLA1402632629;MLA1744;Chevrolet Agile Ls Spirit Año 2012. Anticipo De $3.100.000;Usado;2012;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;145000 km;Nafta;Delantera;5;Manual;ARS;7000000;151663227;SALAZAR AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Oeste;Merlo;Libertad
MLA1590051838;MLA1744;Chevrolet Agile Ltz Spirit ;Usado;2012;Chevrolet;Agile;Ltz Spirit;1.4;92 hp;5;120000 km;Nafta;Delantera;5;Manual;USD;7500;80932952;ITAL-AUTO;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro;
MLA1400489397;MLA1744;Chevrolet Agile 2011 1.4 Ltz Google;Usado;2011;Chevrolet;Agile;1.4 Ltz Google;1.4;92 hp;5;160000 km;Nafta;Delantera;5;Manual;USD;5700;117665554;CHP MOTORS;FALSO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas;
MLA1610533016;MLA1744;Chevrolet Agile 5p 1.4 Lt 2011 Automotores Gps ;Usado;2011;Chevrolet;Agile;1.4 Lt;1.4;92 hp;5;100000 km;Nafta;Delantera;5;Manual;ARS;5500000;90873627;AUTOMOTORES GPS-ESCALADA;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;Remedios de Escalada
MLA1406819023;MLA1744;Chevrolet Agile 2014 1.4 Lt Llantas;Usado;2014;Chevrolet;Agile;1.4 Lt Llantas;1.4;92 hp;5;120000 km;Nafta;Delantera;5;Manual;USD;6900;43902592;CIMAR AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza;
MLA1401433657;MLA1744;Chevrolet Agile Ls 2016;Usado;2016;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;180000 km;Nafta;Delantera;5;Manual;USD;6500;59374068;RMAUTOMOTORES_DRA;FALSO;Argentina;Capital Federal;Capital Federal;Villa Urquiza
MLA1398396771;MLA1744;Chevrolet Agile 2015 1.4 Ls;Usado;2015;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;70000 km;Nafta;Delantera;5;Manual;USD;7500;65073656;DANIELSILVA AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;
MLA1400932421;MLA1744;Chevrolet Agile 2014 Ls 1.4 5p. Oportunidad En  Capitalcar!!;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;120000 km;Nafta;Delantera;5;Manual;USD;6300;291204201;CAPITALCAR;FALSO;Argentina;Capital Federal;Capital Federal;Villa Devoto
MLA1399307663;MLA1744;Chevrolet Agile 2011 1.4 Ltz Google;Usado;2011;Chevrolet;Agile;1.4 Ltz Google;1.4;92 hp;5;109000 km;Nafta;Delantera;5;Manual;ARS;7500000;136837337;SALONEDELLAUTO;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;
MLA1398843349;MLA1744;Chevrolet Agile 2011 1.4 Ltz Google;Usado;2011;Chevrolet;Agile;1.4 Ltz Google;1.4;92 hp;5;115300 km;Nafta;Delantera;5;Manual;USD;5999;491438660;VACCMULTIMARCAS;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;
MLA1398843155;MLA1744;Chevrolet Agile 2011 1.4 Ltz Google;Usado;2011;Chevrolet;Agile;1.4 Ltz Google;1.4;92 hp;5;115100 km;Nafta;Delantera;5;Manual;USD;6000;491438660;VACCMULTIMARCAS;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;
MLA1398842995;MLA1744;Chevrolet Agile 2011 1.4 Ltz Google;Usado;2011;Chevrolet;Agile;1.4 Ltz Google;1.4;92 hp;5;115000 km;Nafta;Delantera;5;Manual;USD;6000;491438660;VACCMULTIMARCAS;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;
MLA1404470777;MLA1744;Chevrolet Agile 1.4 Ls;Usado;2016;Chevrolet;Agile;1.4 Ls;;;5;90000 km;Nafta/GNC;;;;USD;7500;40299886;VSGARCIA_2006;FALSO;Argentina;Capital Federal;Capital Federal;Villa Luro
MLA1403207297;MLA1744;Chevrolet Agile Lt 1.4 5 Ptas (int 8929);Usado;2013;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;126307 km;Nafta;Delantera;5;Manual;ARS;7300000;323136725;AMIUNSA;VERDADERO;Argentina;Santa Fe;Santa Fe capital;Otros Barrios
MLA1399289399;MLA1744;Chevrolet Agile 2014 1.4 Ls;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;87000 km;Nafta;Delantera;5;Manual;ARS;8200000;122172124;ASCAYETANO;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes;
MLA1397390737;MLA1744;Chevrolet Agile 1.4 Lt;Usado;2011;Chevrolet;Agile;1.4 Lt;;;5;179000 km;Nafta/GNC;;;;ARS;6700000;225533272;SURBAN AUTOMOTORES;FALSO;Argentina;Córdoba;Córdoba;
MLA1628237892;MLA1744;Chevrolet Agile Lt Spirit;Usado;2013;Chevrolet;Agile;LT SPIRIT;1.4;92 hp;5;79000 km;Nafta;Delantera;5;Manual;USD;6200;74573725;RUBENDECORADOR;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín;
MLA1570938202;MLA1744;Chevrolet Agile 2014 1.4 Ls;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;89500 km;Nafta;Delantera;5;Manual;ARS;7995000;98763648;SOLDANI AUTOS;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda;Piñeyro
MLA1398813405;MLA1744;Chevrolet Agile 2016 1.4 Ls;Usado;2016;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;80000 km;Nafta;Delantera;5;Manual;ARS;7500000;759506915;SEBASTIANGONZALOQUEIPO;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;
MLA1539554238;MLA1744;Chevrolet Agile 2016 1.4 Ls;Usado;2016;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;43000 km;Nafta;Delantera;5;Manual;USD;8900;67128263;PICARSAUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Sur;Almirante Brown;
MLA1548406570;MLA1744;Chevrolet Agile 2011 1.4 Ltz Google;Usado;2011;Chevrolet;Agile;1.4 Ltz Google;1.4;92 hp;5;95000 km;Nafta;Delantera;5;Manual;USD;6200;184134426;ANDRES_1787;FALSO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora;
MLA1604318358;MLA1744;Chevrolet Agile 2014 1.4 Ls;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;120000 km;Nafta;Delantera;5;Manual;USD;6390;134074329;MULTIMARCAS AUTOS;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro;
MLA1547895970;MLA1744;Chevrolet Agile 5p 1.4 Lt 2013 Automotores Gps;Usado;2013;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;93000 km;Nafta;Delantera;5;Manual;ARS;6300000;1197559530;ADRIAN GPS;FALSO;Argentina;Bs.As. G.B.A. Sur;Lanús;Lanús Oeste
MLA1495453128;MLA1744;Chevrolet Agile 2014 1.4 Lt Llantas;Usado;2014;Chevrolet;Agile;1.4 Lt Llantas;1.4;92 hp;5;120000 km;Nafta;Delantera;5;Manual;USD;7000;81727833;LAROTONDAAUTOMOTORES;FALSO;Argentina;Capital Federal;Capital Federal;
MLA1623878854;MLA1744;Chevrolet Agile 2014 1.4 Ls;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;95000 km;Nafta;Delantera;5;Manual;ARS;7890000;33685601;EDU_AR80;FALSO;Argentina;Córdoba;Córdoba;
MLA1396796367;MLA1744;Chevrolet Agile 2015 1.4 Ls;Usado;2015;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;90000 km;Nafta/GNC;Delantera;5;Manual;USD;7200;60988282;CAR USADOS;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro;Villa Adelina
MLA1648624584;MLA1744;Chevrolet Agile 1.4 Ls Spirit;Usado;2013;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;115000 km;Nafta;Delantera;5;Manual;USD;6100;77504692;RP.AUTOS.FLORIDA;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López;Florida
MLA1605205084;MLA1744;Chevrolet Agile 2013 1.4 Ls Aa+da+mp3 60660537;Usado;2013;Chevrolet;Agile;1.4 Ls Aa+da+mp3;1.4;92 hp;5;121000 km;Nafta;Delantera;5;Manual;ARS;7300000;245739413;OASISAUTSM;FALSO;Argentina;Bs.As. G.B.A. Norte;San Miguel;
MLA1399748611;MLA1744;Chevrolet Agile 2012 1.4 Ls Spirit;Usado;2012;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;82000 km;Nafta;Delantera;5;Manual;ARS;6700000;320728535;ACEVESARIEL;FALSO;Argentina;Córdoba;Córdoba;
MLA1406709391;MLA1744;Chevrolet Agile 2012 1.4 Ls Spirit;Usado;2012;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;300000 km;Nafta;Delantera;5;Manual;ARS;5000000;91371170;NPULLEIRO;FALSO;Argentina;Córdoba;Córdoba;
MLA1614578876;MLA1744;Chevrolet Agile Ls Spirit 1.4 2013;Usado;2013;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;107000 km;Nafta;Delantera;5;Manual;USD;6200;202588517;DOMINGUEZSANTIAGO1;FALSO;Argentina;Bs.As. G.B.A. Sur;La Plata;La Plata
MLA1590775372;MLA1744;Chevrolet Agile 1.4 Ltz;Usado;2012;Chevrolet;Agile;1.4 Ltz;;;5;140000 km;Nafta;;;;ARS;6000000;190070761;AUTOMOTORES KM41;FALSO;Argentina;Bs.As. G.B.A. Norte;Pilar;
MLA1536214508;MLA1744;Chevrolet Agile 2017 1.4 Ls;Usado;2017;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;70000 km;Nafta;Delantera;5;Manual;USD;8800;1073689224;DEROO.AUTOMOTORES;FALSO;Argentina;Buenos Aires Interior;Chivilcoy;
MLA1400125011;MLA1744;Chevrolet Agile Lt Spirit;Usado;2013;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;150000 km;Nafta;Delantera;5;Manual;ARS;6800000;175402357;MARIANOPAONE;FALSO;Argentina;San Luis;San Luis;
MLA1394897103;MLA1744;Chevrolet Agile;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;116000 km;Nafta;Delantera;5;Manual;USD;7000;45137133;COLOP_83;FALSO;Argentina;Bs.As. Costa Atlántica;Mar del Plata;Otros Barrios
MLA1404312909;MLA1744;Chevrolet Agile Ls Pack 1.4 Abs Airbag ;Usado;2014;Chevrolet;Agile;LS 1.4 ABS AIRBAG;1.4;;5;13500 km;Nafta;Delantera;;Manual;ARS;11550000;58106362;BARBALACE.MOTORS.SA;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza;Lomas del Mirador
MLA1650735502;MLA1744;Chevrolet Agile 1.4 Lt Spirit;Usado;2013;Chevrolet;Agile;1.4 Lt Spirit;1.4;92 hp;5;138000 km;Nafta;Delantera;5;Manual;ARS;7900000;337752900;BRIONES AUTOMOTORES;FALSO;Argentina;Mendoza;Guaymallén;Guaymallén
MLA1397219217;MLA1744;Chevrolet Agile Ls 1.4 N/2014;Usado;2014;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;117240 km;Nafta;Delantera;5;Manual;ARS;6800000;154415233;ZAMBRANA AUTOMOTORES;FALSO;Argentina;Córdoba;Córdoba;Cerro de las Rosas
MLA1391751621;MLA1744;Chevrolet Agile 1.4 Ls Spirit. Año 2013;Usado;2013;Chevrolet;Agile;1.4 Ls Spirit;1.4;92 hp;5;150000 km;Nafta;Delantera;5;Manual;ARS;7400000;323053211;GIUMATIAUTOMOTORES;FALSO;Argentina;Mendoza;Godoy Cruz;Godoy Cruz
MLA1649810410;MLA1744;Chevrolet Agile 2011 1.4 Ltz Google;Usado;2011;Chevrolet;Agile;1.4 Ltz Google;1.4;92 hp;5;170000 km;Nafta;Delantera;5;Manual;USD;6400;750958466;PUNTO1 AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;General San Martín;
MLA1640774534;MLA1744;Chevrolet Agile Agile Lt 1.4;Usado;2012;Chevrolet;Agile;AGILE LT 1.4;1.4;;5;124000 km;Nafta;Delantera;;Manual;ARS;6500000;194953568;CHESINI AUTOMOTORES;FALSO;Argentina;Entre Ríos;Gualeguaychú;
MLA1641450258;MLA1744;Chevrolet Agile Ltz;Usado;2010;Chevrolet;Agile;Ltz;1.4;;5;183000 km;Nafta;Delantera;;Manual;USD;6900;1384185692;MOBILITYARGENTINA;FALSO;Argentina;Bs.As. G.B.A. Norte;Pilar;Pilar
MLA1617039838;MLA1744;Chevrolet Agile 2011 1.4 Ls Aa+da+mp3;Usado;2011;Chevrolet;Agile;1.4 Ls Aa+da+mp3;1.4;92 hp;5;150000 km;Nafta;Delantera;5;Manual;ARS;5880000;82741065;AUTOMOTORESBOTTARI;FALSO;Argentina;Bs.As. G.B.A. Sur;Quilmes;
MLA1539527202;MLA1744;Chevrolet Agile;Usado;2009;Chevrolet;Agile;1,4 Ltz;;;5;170000 km;Nafta;;;Manual;ARS;5500000;138940179;SORICEAUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda;Avellaneda
MLA1623839334;MLA1744;Chevroleta Agile Ls, Abs, Gnc, Muy Bueno, Oportunidad Real!;Usado;2015;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;95000 km;Nafta;Delantera;5;Manual;ARS;5950000;68314515;ARIVENDE;FALSO;Argentina;Santa Fe;Rosario;Triángulo Moderno
MLA1633824492;MLA1744;Chevrolet Agile 2010 1.4 Ls Aa+da+mp3;Usado;2010;Chevrolet;Agile;1.4 Ls Aa+da+mp3;1.4;92 hp;5;210000 km;Nafta;Delantera;5;Manual;USD;4800;513778530;NICOLASMOS;FALSO;Argentina;Bs.As. G.B.A. Norte;San Miguel;
MLA1392472381;MLA1744;Chevrolet Agile 5 P 1,4  Ltz  Full En Excelentisimo Estado;Usado;2009;Chevrolet;Agile;Ltz;;;5;120000 km;Nafta;;;Manual;ARS;4850000;121363476;MAREQUEAUTOMOTOR;FALSO;Argentina;Bs.As. G.B.A. Sur;Lomas de Zamora;Banfield
MLA1400285749;MLA1744;Chevrolet Agile Lt Spirit 1.4 5p 2013;Usado;2013;Chevrolet;Agile;1.4 LT SPIRIT 5P;1.4;92 hp;5;127000 km;Nafta;Delantera;5;Manual;ARS;7400000;527998920;JRAUTOMOTORESVEHICULOS;FALSO;Argentina;Chubut;Rawson;Trelew
MLA1640219470;MLA1744;Chevrolet Agile Ls 1.4 2011;Usado;2011;Chevrolet;Agile;LS 1.4;1.4;;5;72000 km;Nafta;Delantera;;Manual;USD;6500;334268101;RORO712609;FALSO;Argentina;Bs.As. Costa Atlántica;Mar del Plata;
MLA1403339447;MLA1744;Chevrolet Agile Ls 1.4 Año 2016 - Nortautolp;Usado;2016;Chevrolet;Agile;1.4 Ls;1.4;92 hp;5;110000 km;Nafta;Delantera;5;Manual;USD;7500;512991184;ENCUENTROMIAUTO.JULILUCAS;FALSO;Argentina;Bs.As. G.B.A. Sur;La Plata;La Plata
MLA1558255324;MLA1744;Chevrolet Agile 2011 1.4 Ltz Google;Usado;2011;Chevrolet;Agile;1.4 Ltz Google;1.4;92 hp;5;160000 km;Nafta;Delantera;5;Manual;USD;6000;1278339515;BLOCKFEDERICO20230103091202;FALSO;Argentina;Córdoba;Punilla;
MLA1614689298;MLA1744;Chevrolet Agile Lt;Usado;2011;Chevrolet;Agile;LT;1.4;;5;128000 km;Nafta;Delantera;;Manual;USD;6000;221853704;CAMILAYASSIN;FALSO;Argentina;Capital Federal;Capital Federal;Villa Urquiza
MLA1640789742;MLA1744;Chevrolet Agile 1.4 Ltz Impecable;Usado;2010;Chevrolet;Agile;1.4 LTZ impecable;;;5;134000 km;Nafta/GNC;;;;USD;6000;23869153;ZJL2010;FALSO;Argentina;Bs.As. G.B.A. Oeste;Merlo;
MLA1637521862;MLA1744;Chevrolet Agile Lt ;Usado;2010;Chevrolet;Agile;Lt;;;5;105000 km;Nafta;;;;ARS;6500000;724657393;FEBBRAIOSERGIO;FALSO;Argentina;Bs.As. G.B.A. Norte;Malvinas Argentinas;
MLA1397676553;MLA1744;Chevrolet Agile Lt 1.4 2011;Usado;2011;Chevrolet;Agile;Lt;1.4;;5;131200 km;Nafta;;;;ARS;5800000;127444209;DETROIT CARROS;FALSO;Argentina;Capital Federal;Capital Federal;Monte Castro
MLA1635402682;MLA1744;Chevrolet Agile Lt;Usado;2013;Chevrolet;Agile;LT;;;4;89000 km;Nafta;;;Manual;USD;6400;61063292;VANKA AUTOMORES;FALSO;Argentina;Bs.As. G.B.A. Oeste;La Matanza;
MLA1401052651;MLA1744;Chevrolet Agile Lt;Usado;2010;Chevrolet;Agile;LT;1.4;;5;90000 km;Nafta;;;Manual;USD;6000;59287877;B AUTOMOTORES;FALSO;Argentina;Bs.As. G.B.A. Norte;San Isidro;
MLA1405565945;MLA1744;Chevrolet Agile Lt Con Aire;Usado;2012;Chevrolet;Agile;Lt con aire;;;5;98500 km;Nafta;;;;ARS;6100000;51551990;MADERPLACWILDE;FALSO;Argentina;Bs.As. G.B.A. Sur;Avellaneda;
MLA1406248455;MLA1744;Chevrolet Agile 2010 Lt;Usado;2010;Chevrolet;Agile;LT;1.4;;5;128000 km;Nafta;;;Manual;ARS;5700000;115896170;GOMEZCINTIA55;FALSO;Argentina;Capital Federal;Capital Federal;Boedo
